country,date,province,district,market_name,lat,lon,food_category,commodity_name,unit,price_flag,price_type,currency,price_rwf,price_usd,year,month,quarter,day_of_week,commodity_group,temp_celsius,precipitation_mm,soil_moisture,monthly_avg_temp,temp_anomaly,monthly_avg_precipitation,precip_anomaly,temp_lag_1,precip_lag_1,temp_lag_2,precip_lag_2,temp_lag_3,precip_lag_3,soil_moisture_lag_1,temp_rolling_3mo,precip_rolling_3mo,price_prev_month,price_direction,usd_rwf_rate,usd_rwf_mom_pct,general_cpi,food_cpi,cpi_mom_pct,food_cpi_mom_pct
RWA,2024-08-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,200.0,0.15,2024,8,3,3,Cabbage,22.03,3.21,0.66,21.081666666666667,0.9483333333333341,3.981666666666667,-0.771666666666667,20.78,0.01,21.3,0.42,21.63,0.61,0.69,21.37,1.2133333333333334,150.0,1,1305.6683904474432,0.0051604126419115,174.15235730383534,224.82086913877103,-0.0014186368524932,-0.0145801088044954
RWA,2024-10-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,200.0,0.15,2024,10,4,1,Cabbage,22.67,1.78,0.66,21.753333333333334,0.9166666666666679,1.8583333333333334,-0.07833333333333337,22.7,0.0,22.03,3.21,20.78,0.01,0.64,22.46666666666667,1.6633333333333333,200.0,0,1337.4927447775135,0.0068168989318611,177.92630707649755,234.7133042694783,0.012121049400358,0.0247494786022466
RWA,2024-11-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,200.0,0.15,2024,11,4,4,Cabbage,20.84,2.45,0.7,20.71,0.129999999999999,7.85,-5.3999999999999995,22.67,1.78,22.7,0.0,22.03,3.21,0.66,22.070000000000004,1.4100000000000001,200.0,0,1355.0447998046875,0.0131231029818361,180.6418048294876,243.37360027167745,0.0152619238695406,0.0368973374950067
RWA,2024-12-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,300.0,0.22,2024,12,4,6,Cabbage,21.02,4.39,0.76,20.964,0.05600000000000094,4.255999999999999,0.13400000000000034,20.84,2.45,22.67,1.78,22.7,0.0,0.7,21.51,2.8733333333333335,200.0,1,1369.5111472389915,0.0106759181957594,180.80922183173135,242.7068471266573,0.0009267899111273,-0.0027396280626816
RWA,2025-03-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,250.0,0.18,2025,3,1,5,Cabbage,22.44,1.82,0.71,21.38,1.0600000000000023,2.8616666666666664,-1.0416666666666663,21.79,10.13,20.9,0.12,21.02,4.39,0.73,21.709999999999997,4.023333333333333,300.0,0,1401.723179408482,0.0091128516242948,181.4293348448627,238.50490877956497,0.0067562398658271,0.0110840823953564
RWA,2025-04-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,200.0,0.14,2025,4,2,1,Cabbage,21.05,1.46,0.73,20.628333333333334,0.42166666666666686,2.3850000000000002,-0.9250000000000003,22.44,1.82,21.79,10.13,20.9,0.12,0.71,21.76,4.47,250.0,0,1406.7898010253907,0.003614566478844,183.8534678734584,244.2030843378823,0.0133613069279483,0.0238912296919799
RWA,2025-05-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,200.0,0.14,2025,5,2,3,Cabbage,19.49,1.55,0.73,20.692857142857143,-1.2028571428571446,1.82,-0.27,21.05,1.46,22.44,1.82,21.79,10.13,0.73,20.993333333333336,1.61,200.0,0,1412.8290183327415,0.0042929066609302,186.01397133844063,250.6829232392211,0.0117512249835247,0.026534631693567
RWA,2025-06-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,200.0,0.14,2025,6,2,6,Cabbage,19.63,0.02,0.7,20.24285714285714,-0.6128571428571412,0.2757142857142857,-0.25571428571428567,19.49,1.55,21.05,1.46,22.44,1.82,0.73,20.05666666666667,1.01,200.0,0,1414.1937779017858,0.0009659764566944,187.0837909051328,251.84198215669957,0.0057512860942345,0.0046236053996082
RWA,2025-07-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,200.0,0.14,2025,7,3,1,Cabbage,20.78,0.28,0.68,19.905714285714286,0.8742857142857154,0.3828571428571429,-0.10285714285714287,19.63,0.02,19.49,1.55,21.05,1.46,0.7,19.96666666666667,0.6166666666666667,200.0,0,1429.9726774796195,0.0111575229819245,186.66721778106253,248.013150724543,-0.0022266660412151,-0.0152033088342442
RWA,2025-09-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,200.0,0.14,2025,9,3,0,Cabbage,21.68,1.65,0.68,21.726,-0.045999999999999375,3.228,-1.5780000000000003,21.48,2.94,20.78,0.28,19.63,0.02,0.69,21.313333333333336,1.623333333333333,200.0,0,1438.1561445756392,0.002051924830497,188.28822107798865,241.36483703943617,0.0074186572604091,0.0086684243914432
RWA,2025-10-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,200.0,0.14,2025,10,4,2,Cabbage,22.18,1.32,0.67,21.753333333333334,0.42666666666666586,1.8583333333333334,-0.5383333333333333,21.68,1.65,21.48,2.94,20.78,0.28,0.68,21.78,1.9699999999999998,200.0,0,1441.9051619819973,0.0026068222289341,190.87420932789888,244.4983738526193,0.0137342008709038,0.0129825738148889
RWA,2025-12-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,150.0,0.1,2025,12,4,0,Cabbage,22.31,2.48,0.66,20.964,1.346,4.255999999999999,-1.7759999999999994,22.18,1.32,21.68,1.65,21.48,2.94,0.67,22.05666666666667,1.8166666666666667,200.0,0,1444.3539095791905,0.0019533466851546,193.7424209145163,246.21981830731704,0.001817981095239,-0.0041040272252281
RWA,2026-04-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,250.0,0.17,2026,4,2,2,Cabbage,21.22,1.71,0.7,20.628333333333334,0.591666666666665,2.3850000000000002,-0.6750000000000003,21.42,3.05,22.24,0.02,22.31,2.48,0.68,21.626666666666665,1.5933333333333335,150.0,1,1454.0718605735085,0.0029072635269584,200.7910616496666,254.22039270359437,0.0132012371954566,0.0190751299901685
RWA,2026-05-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,250.0,0.17,2026,5,2,4,Cabbage,21.59,1.36,0.72,20.692857142857143,0.8971428571428568,1.82,-0.45999999999999996,21.22,1.71,21.42,3.05,22.24,0.02,0.7,21.41,2.0400000000000005,250.0,0,1453.3946765718006,-0.0004657156362553,210.2615046034969,265.1244810378514,0.0471656600449377,0.0428922645358769
RWA,2026-06-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,300.0,0.2,2026,6,2,0,Cabbage,22.04,0.0,0.69,20.24285714285714,1.797142857142859,0.2757142857142857,-0.2757142857142857,21.59,1.36,21.22,1.71,21.42,3.05,0.72,21.616666666666664,1.0233333333333334,250.0,1,1455.875848943537,0.0017071566393713,211.269824775716,267.4062242159079,0.0047955529193064,0.008606308889788
RWA,2026-07-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,vegetables and fruits,Cabbage,KG,actual,Retail,RWF,250.0,0.17,2026,7,3,2,Cabbage,21.31,0.29,0.66,19.905714285714286,1.404285714285713,0.3828571428571429,-0.09285714285714292,22.04,0.0,21.59,1.36,21.22,1.71,0.69,21.646666666666665,0.5500000000000002,300.0,0,1458.5943921959918,0.0018672905759289,212.1413047694809,266.7353284041449,0.0041249619754744,-0.0025089012558708
RWA,2020-05-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,250.0,0.27,2020,5,2,4,Cassava,20.71,3.57,0.94,20.692857142857143,0.017142857142857792,1.82,1.7499999999999998,20.61,1.12,21.46,4.03,21.02,0.5,0.88,20.926666666666666,2.9066666666666667,250.0,0,923.333504813058,0.0001562714118521,126.38712625719948,142.82138469749867,-0.0017301272806024,-0.020986167896936
RWA,2020-11-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,200.0,0.2,2020,11,4,6,Cassava,20.7,8.47,0.79,20.71,-0.010000000000001563,7.85,0.620000000000001,21.17,0.8,21.72,0.39,20.88,0.25,0.74,21.19666666666667,3.22,250.0,0,972.3068237304688,0.0142882723919957,129.60471782556252,146.09491790552735,-0.0089518425458893,0.0007618042437116
RWA,2021-03-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,200.0,0.2,2021,3,1,0,Cassava,20.71,0.77,0.87,21.38,-0.6699999999999982,2.8616666666666664,-2.0916666666666663,20.01,7.02,20.1,2.86,20.7,8.47,0.86,20.273333333333337,3.5499999999999994,200.0,0,969.6489947775136,-0.0059936140470504,127.37657361777116,139.7803800054451,0.0036649496963374,0.0039763458581729
RWA,2021-06-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,300.0,0.3,2021,6,2,1,Cassava,19.83,0.46,0.85,20.24285714285714,-0.4128571428571419,0.2757142857142857,0.18428571428571433,19.8,4.15,20.32,2.27,20.71,0.77,0.91,19.983333333333334,2.2933333333333334,200.0,1,971.906269420277,-0.0031375165827232,128.74000532922452,141.2795484595219,-0.0047773706703476,-0.0227835010014132
RWA,2021-07-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,300.0,0.3,2021,7,3,3,Cassava,18.9,1.61,0.8,19.905714285714286,-1.0057142857142871,0.3828571428571429,1.2271428571428573,19.83,0.46,19.8,4.15,20.32,2.27,0.85,19.509999999999998,2.0733333333333337,300.0,0,982.4688998135654,0.0108679517003102,128.47629596400816,140.20379793705683,-0.00204838709259,-0.0076143400385603
RWA,2021-11-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,150.0,0.15,2021,11,4,0,Cassava,20.85,2.65,0.77,20.71,0.14000000000000057,7.85,-5.199999999999999,21.34,1.27,22.69,4.71,19.3,0.09,0.75,21.62666666666667,2.8766666666666665,300.0,0,991.3252591219816,0.0030882843919339,130.37250659461583,143.0194691796109,0.0064195155147404,0.0044840362669977
RWA,2022-03-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,280.0,0.28,2022,3,1,1,Cassava,21.54,1.61,0.87,21.38,0.16000000000000014,2.8616666666666664,-1.2516666666666663,20.06,2.57,20.49,3.5,20.11,10.94,0.89,20.696666666666662,2.56,150.0,1,1006.6211282481318,0.0007557916412026,134.75045451891938,150.79933821037804,0.0177372671732833,0.0369456511502532
RWA,2022-11-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,250.0,0.24,2022,11,4,1,Cassava,20.67,23.23,0.81,20.71,-0.03999999999999915,7.85,15.38,20.9,0.41,19.84,9.39,20.19,17.38,0.8,20.47,11.01,280.0,0,1041.1790882457387,0.0051421548201091,156.53323739274313,199.7700279168244,0.027090639307848,0.0534402779495426
RWA,2023-02-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,350.0,0.32,2023,2,1,2,Cassava,21.92,4.3,0.77,21.290000000000003,0.629999999999999,5.141666666666667,-0.8416666666666668,20.3,0.69,20.67,23.23,20.9,0.41,0.82,20.963333333333335,9.406666666666666,250.0,1,1074.090594482422,0.0104051119111245,159.7933127239802,205.03169852787772,0.0128669722333505,0.0269847945278511
RWA,2023-03-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,400.0,0.37,2023,3,1,2,Cassava,20.61,8.79,0.76,21.38,-0.7699999999999996,2.8616666666666664,5.928333333333333,21.92,4.3,20.3,0.69,20.67,23.23,0.77,20.94333333333333,4.593333333333333,350.0,1,1081.8682542883832,0.0072411580977573,162.72619193822396,214.6769527475108,0.0183542049679505,0.047042746506446
RWA,2023-06-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,250.0,0.22,2023,6,2,3,Cassava,21.13,0.29,0.77,20.24285714285714,0.8871428571428588,0.2757142857142857,0.01428571428571429,21.68,0.08,20.01,2.12,20.61,8.79,0.82,20.94,0.8300000000000001,400.0,0,1132.0275712446733,0.0217374708728721,165.36750307834262,220.1271267463403,-0.012821748608885,-0.0378788313223447
RWA,2023-07-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,300.0,0.26,2023,7,3,5,Cassava,19.6,0.0,0.73,19.905714285714286,-0.3057142857142843,0.3828571428571429,-0.3828571428571429,21.13,0.29,21.68,0.08,20.01,2.12,0.77,20.803333333333335,0.12333333333333334,250.0,1,1156.5612095424108,0.021672297496043,166.02466884109833,221.2370926435001,0.0039739716118492,0.0050423857957262
RWA,2023-10-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,300.0,0.25,2023,10,4,6,Cassava,22.26,5.57,0.68,21.753333333333334,0.5066666666666677,1.8583333333333334,3.711666666666667,22.61,0.02,19.6,0.0,21.13,0.29,0.69,21.49,1.8633333333333333,300.0,0,1208.8831121271307,0.0175374813429451,173.5587605116841,245.83827359131104,0.0361543172978626,0.0903114211721647
RWA,2024-01-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,400.0,0.32,2024,1,1,0,Cassava,21.03,0.88,0.76,20.83857142857143,0.1914285714285704,1.8199999999999998,-0.9399999999999998,21.28,0.61,20.49,2.45,22.26,5.57,0.72,20.933333333333334,1.3133333333333335,300.0,1,1256.0163361922555,0.0125751800350033,167.93567679581503,222.9240811804034,-0.025080828600946,-0.0623211365123217
RWA,2024-02-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,300.0,0.24,2024,2,1,3,Cassava,21.53,10.3,0.74,21.290000000000003,0.23999999999999844,5.141666666666667,5.158333333333334,21.03,0.88,21.28,0.61,20.49,2.45,0.76,21.28,3.93,400.0,0,1260.7348051525298,0.0037566939412418,167.71951533310548,220.1038988000299,-0.0012871681993599,-0.0126508646595754
RWA,2024-03-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,400.0,0.31,2024,3,1,4,Cassava,21.52,0.15,0.75,21.38,0.14000000000000057,2.8616666666666664,-2.7116666666666664,21.53,10.3,21.03,0.88,21.28,0.61,0.74,21.36,3.7766666666666673,300.0,1,1271.0225539434523,0.008160121183993,170.75182941846788,228.20112768698127,0.0180796735510471,0.0367882119812332
RWA,2024-04-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,400.0,0.31,2024,4,2,0,Cassava,20.56,5.63,0.76,20.628333333333334,-0.06833333333333513,2.3850000000000002,3.2449999999999997,21.52,0.15,21.53,10.3,21.03,0.88,0.75,21.203333333333333,5.36,400.0,0,1275.849032315341,0.0037973192190132,172.5749880948635,229.49192300237704,0.0106772424202117,0.0056563932373125
RWA,2024-07-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,500.0,0.38,2024,7,3,0,Cassava,20.78,0.01,0.69,19.905714285714286,0.8742857142857154,0.3828571428571429,-0.3728571428571429,21.3,0.42,21.63,0.61,20.56,5.63,0.72,21.236666666666668,0.3466666666666667,400.0,1,1298.9651940387228,0.0050154299457758,174.39976724070925,228.1472813239237,-0.0035507311564895,-0.0104773465717262
RWA,2024-08-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,450.0,0.34,2024,8,3,3,Cassava,22.03,3.21,0.66,21.081666666666667,0.9483333333333341,3.981666666666667,-0.771666666666667,20.78,0.01,21.3,0.42,21.63,0.61,0.69,21.37,1.2133333333333334,500.0,0,1305.6683904474432,0.0051604126419115,174.15235730383534,224.82086913877103,-0.0014186368524932,-0.0145801088044954
RWA,2024-10-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,400.0,0.3,2024,10,4,1,Cassava,22.67,1.78,0.66,21.753333333333334,0.9166666666666679,1.8583333333333334,-0.07833333333333337,22.7,0.0,22.03,3.21,20.78,0.01,0.64,22.46666666666667,1.6633333333333333,450.0,0,1337.4927447775135,0.0068168989318611,177.92630707649755,234.7133042694783,0.012121049400358,0.0247494786022466
RWA,2024-11-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,400.0,0.29,2024,11,4,4,Cassava,20.84,2.45,0.7,20.71,0.129999999999999,7.85,-5.3999999999999995,22.67,1.78,22.7,0.0,22.03,3.21,0.66,22.070000000000004,1.4100000000000001,400.0,0,1355.0447998046875,0.0131231029818361,180.6418048294876,243.37360027167745,0.0152619238695406,0.0368973374950067
RWA,2024-12-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,350.0,0.26,2024,12,4,6,Cassava,21.02,4.39,0.76,20.964,0.05600000000000094,4.255999999999999,0.13400000000000034,20.84,2.45,22.67,1.78,22.7,0.0,0.7,21.51,2.8733333333333335,400.0,0,1369.5111472389915,0.0106759181957594,180.80922183173135,242.7068471266573,0.0009267899111273,-0.0027396280626816
RWA,2025-03-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,400.0,0.29,2025,3,1,5,Cassava,22.44,1.82,0.71,21.38,1.0600000000000023,2.8616666666666664,-1.0416666666666663,21.79,10.13,20.9,0.12,21.02,4.39,0.73,21.709999999999997,4.023333333333333,350.0,1,1401.723179408482,0.0091128516242948,181.4293348448627,238.50490877956497,0.0067562398658271,0.0110840823953564
RWA,2025-04-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,400.0,0.29,2025,4,2,1,Cassava,21.05,1.46,0.73,20.628333333333334,0.42166666666666686,2.3850000000000002,-0.9250000000000003,22.44,1.82,21.79,10.13,20.9,0.12,0.71,21.76,4.47,400.0,0,1406.7898010253907,0.003614566478844,183.8534678734584,244.2030843378823,0.0133613069279483,0.0238912296919799
RWA,2025-05-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,400.0,0.28,2025,5,2,3,Cassava,19.49,1.55,0.73,20.692857142857143,-1.2028571428571446,1.82,-0.27,21.05,1.46,22.44,1.82,21.79,10.13,0.73,20.993333333333336,1.61,400.0,0,1412.8290183327415,0.0042929066609302,186.01397133844063,250.6829232392211,0.0117512249835247,0.026534631693567
RWA,2025-06-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,300.0,0.21,2025,6,2,6,Cassava,19.63,0.02,0.7,20.24285714285714,-0.6128571428571412,0.2757142857142857,-0.25571428571428567,19.49,1.55,21.05,1.46,22.44,1.82,0.73,20.05666666666667,1.01,400.0,0,1414.1937779017858,0.0009659764566944,187.0837909051328,251.84198215669957,0.0057512860942345,0.0046236053996082
RWA,2025-07-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,350.0,0.24,2025,7,3,1,Cassava,20.78,0.28,0.68,19.905714285714286,0.8742857142857154,0.3828571428571429,-0.10285714285714287,19.63,0.02,19.49,1.55,21.05,1.46,0.7,19.96666666666667,0.6166666666666667,300.0,1,1429.9726774796195,0.0111575229819245,186.66721778106253,248.013150724543,-0.0022266660412151,-0.0152033088342442
RWA,2025-09-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,350.0,0.24,2025,9,3,0,Cassava,21.68,1.65,0.68,21.726,-0.045999999999999375,3.228,-1.5780000000000003,21.48,2.94,20.78,0.28,19.63,0.02,0.69,21.313333333333336,1.623333333333333,350.0,0,1438.1561445756392,0.002051924830497,188.28822107798865,241.36483703943617,0.0074186572604091,0.0086684243914432
RWA,2025-10-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,350.0,0.24,2025,10,4,2,Cassava,22.18,1.32,0.67,21.753333333333334,0.42666666666666586,1.8583333333333334,-0.5383333333333333,21.68,1.65,21.48,2.94,20.78,0.28,0.68,21.78,1.9699999999999998,350.0,0,1441.9051619819973,0.0026068222289341,190.87420932789888,244.4983738526193,0.0137342008709038,0.0129825738148889
RWA,2025-12-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,300.0,0.21,2025,12,4,0,Cassava,22.31,2.48,0.66,20.964,1.346,4.255999999999999,-1.7759999999999994,22.18,1.32,21.68,1.65,21.48,2.94,0.67,22.05666666666667,1.8166666666666667,350.0,0,1444.3539095791905,0.0019533466851546,193.7424209145163,246.21981830731704,0.001817981095239,-0.0041040272252281
RWA,2026-04-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,400.0,0.27,2026,4,2,2,Cassava,21.22,1.71,0.7,20.628333333333334,0.591666666666665,2.3850000000000002,-0.6750000000000003,21.42,3.05,22.24,0.02,22.31,2.48,0.68,21.626666666666665,1.5933333333333335,300.0,1,1454.0718605735085,0.0029072635269584,200.7910616496666,254.22039270359437,0.0132012371954566,0.0190751299901685
RWA,2026-05-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,400.0,0.27,2026,5,2,4,Cassava,21.59,1.36,0.72,20.692857142857143,0.8971428571428568,1.82,-0.45999999999999996,21.22,1.71,21.42,3.05,22.24,0.02,0.7,21.41,2.0400000000000005,400.0,0,1453.3946765718006,-0.0004657156362553,210.2615046034969,265.1244810378514,0.0471656600449377,0.0428922645358769
RWA,2026-06-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,400.0,0.27,2026,6,2,0,Cassava,22.04,0.0,0.69,20.24285714285714,1.797142857142859,0.2757142857142857,-0.2757142857142857,21.59,1.36,21.22,1.71,21.42,3.05,0.72,21.616666666666664,1.0233333333333334,400.0,0,1455.875848943537,0.0017071566393713,211.269824775716,267.4062242159079,0.0047955529193064,0.008606308889788
RWA,2026-07-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava,KG,actual,Retail,RWF,400.0,0.27,2026,7,3,2,Cassava,21.31,0.29,0.66,19.905714285714286,1.404285714285713,0.3828571428571429,-0.09285714285714292,22.04,0.0,21.59,1.36,21.22,1.71,0.69,21.646666666666665,0.5500000000000002,400.0,0,1458.5943921959918,0.0018672905759289,212.1413047694809,266.7353284041449,0.0041249619754744,-0.0025089012558708
RWA,2020-05-15,Eastern Province,Gatsibo,Bubare,-1.6,30.25,cereals and tubers,Cassava flour,KG,actual,Retail,RWF,400.0,0.43,2020,5,2,4,Cassava flour,20.71,3.57,0.94,20.692857142857143,0.017142857142857792,1.82,1.7499999999999998,20.61,1.12,21.46,4.03,21.02,0.5,0.88,20.926666666666666,2.9066666666666667,500.0,0,923.333504813058,0.0001562714118521,126.38712625719948,142.82138469749867,-0.0017301272806024,-0.020986167896936
